latitude,longitude,elevation_m,slope_deg,FAOSOIL,DOMSOI,admin_division_name,country_name,country_code,location_accuracy_km,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,max_rainfall_7d,event_date,landslide_occurred,landslide_trigger,event_title,event_description
27.3765,88.7628,3756.0,12.964867886244122,I-Bh-U-c,I,Sikkim,India,IN,1.0,45.3,77.89999999999999,139.9,253.9,45.3,2012-08-20,0,none,Synthetic negative example,No recorded landslide at this location on 2012-08-20
27.3765,88.7628,3756.0,12.964867886244122,I-Bh-U-c,I,Sikkim,India,IN,1.0,122.0,158.3,259.1,526.4,122.0,2020-07-09,0,none,Synthetic negative example,No recorded landslide at this location on 2020-07-09
27.3765,88.7628,3756.0,12.964867886244122,I-Bh-U-c,I,Sikkim,India,IN,1.0,23.5,50.900000000000006,135.3,263.1,29.3,2021-06-16,0,none,Synthetic negative example,No recorded landslide at this location on 2021-06-16
23.74182634,92.7141905,930.0,14.76547201733368,Bd61-2c,Bd,Mizoram,India,IN,1.0,1.7,10.4,42.199999999999996,138.4,24.4,2014-09-13,0,none,Synthetic negative example,No recorded landslide at this location on 2014-09-13
23.74182634,92.7141905,930.0,14.76547201733368,Bd61-2c,Bd,Mizoram,India,IN,1.0,26.4,74.8,111.7,131.8,26.4,2019-07-09,0,none,Synthetic negative example,No recorded landslide at this location on 2019-07-09
23.74182634,92.7141905,930.0,14.76547201733368,Bd61-2c,Bd,Mizoram,India,IN,1.0,1.3,39.0,53.1,212.0,19.0,2013-08-28,0,none,Synthetic negative example,No recorded landslide at this location on 2013-08-28
25.48,94.1383,1699.0,16.072160878428527,Ao76-2/3c,Ao,Manipur,India,IN,1.0,13.8,20.400000000000002,47.7,109.0,16.3,2019-08-15,0,none,Synthetic negative example,No recorded landslide at this location on 2019-08-15
25.48,94.1383,1699.0,16.072160878428527,Ao76-2/3c,Ao,Manipur,India,IN,1.0,0.9,7.7,35.4,55.800000000000004,13.3,2021-09-23,0,none,Synthetic negative example,No recorded landslide at this location on 2021-09-23
25.48,94.1383,1699.0,16.072160878428527,Ao76-2/3c,Ao,Manipur,India,IN,1.0,0.6,8.1,101.9,300.3,35.9,2019-07-17,0,none,Synthetic negative example,No recorded landslide at this location on 2019-07-17
23.72988966,92.71495623,980.0,23.342694612103696,Bd61-2c,Bd,Mizoram,India,IN,1.0,1.7,4.8,23.8,115.2,16.1,2010-06-09,0,none,Synthetic negative example,No recorded landslide at this location on 2010-06-09
23.72988966,92.71495623,980.0,23.342694612103696,Bd61-2c,Bd,Mizoram,India,IN,1.0,5.1,19.6,72.1,165.6,20.1,2023-08-05,0,none,Synthetic negative example,No recorded landslide at this location on 2023-08-05
23.72988966,92.71495623,980.0,23.342694612103696,Bd61-2c,Bd,Mizoram,India,IN,1.0,1.5,11.3,54.7,75.9,25.0,2019-06-11,0,none,Synthetic negative example,No recorded landslide at this location on 2019-06-11
27.8458,95.2253,131.0,0.926369172997235,Ao79-a,Ao,Arunachal Pradesh,India,IN,1.0,2.3,2.9,9.6,87.0,4.3,2016-08-22,0,none,Synthetic negative example,No recorded landslide at this location on 2016-08-22
27.8458,95.2253,131.0,0.926369172997235,Ao79-a,Ao,Arunachal Pradesh,India,IN,1.0,30.8,71.2,112.3,179.1,30.8,2021-06-04,0,none,Synthetic negative example,No recorded landslide at this location on 2021-06-04
27.8458,95.2253,131.0,0.926369172997235,Ao79-a,Ao,Arunachal Pradesh,India,IN,1.0,28.6,80.1,148.0,413.9,41.1,2022-06-25,0,none,Synthetic negative example,No recorded landslide at this location on 2022-06-25
26.1666,91.7042,235.0,17.151823509523624,Ao79-a,Ao,Assam,India,IN,1.0,5.8,47.9,134.6,201.6,63.3,2021-07-10,0,none,Synthetic negative example,No recorded landslide at this location on 2021-07-10
26.1666,91.7042,235.0,17.151823509523624,Ao79-a,Ao,Assam,India,IN,1.0,2.9,15.799999999999999,74.6,165.1,40.3,2021-09-20,0,none,Synthetic negative example,No recorded landslide at this location on 2021-09-20
26.1666,91.7042,235.0,17.151823509523624,Ao79-a,Ao,Assam,India,IN,1.0,3.5,43.0,82.6,94.5,24.9,2016-09-01,0,none,Synthetic negative example,No recorded landslide at this location on 2016-09-01
26.1314,91.7548,74.0,7.148839105606214,Nd2-2b,Nd,Assam,India,IN,1.0,49.6,148.7,217.0,458.5,52.3,2023-06-19,0,none,Synthetic negative example,No recorded landslide at this location on 2023-06-19
26.1314,91.7548,74.0,7.148839105606214,Nd2-2b,Nd,Assam,India,IN,1.0,24.6,85.1,165.9,390.5,46.9,2012-08-06,0,none,Synthetic negative example,No recorded landslide at this location on 2012-08-06
26.1314,91.7548,74.0,7.148839105606214,Nd2-2b,Nd,Assam,India,IN,1.0,18.7,30.099999999999998,79.1,258.0,19.6,2012-09-02,0,none,Synthetic negative example,No recorded landslide at this location on 2012-09-02
24.8669,92.3576,20.0,2.0413777681804106,Ge53-3a,Ge,Assam,India,IN,1.0,18.7,37.2,97.7,277.6,34.5,2011-07-07,0,none,Synthetic negative example,No recorded landslide at this location on 2011-07-07
24.8669,92.3576,20.0,2.0413777681804106,Ge53-3a,Ge,Assam,India,IN,1.0,11.5,20.1,157.4,269.1,78.4,2011-07-06,0,none,Synthetic negative example,No recorded landslide at this location on 2011-07-06
24.8669,92.3576,20.0,2.0413777681804106,Ge53-3a,Ge,Assam,India,IN,1.0,2.5,8.8,51.0,200.6,17.1,2019-06-13,0,none,Synthetic negative example,No recorded landslide at this location on 2019-06-13
23.75406693,92.74128531,959.0,22.717560039379222,Bd61-2c,Bd,Mizoram,India,IN,1.0,1.2,60.199999999999996,148.5,201.0,58.4,2017-06-05,0,none,Synthetic negative example,No recorded landslide at this location on 2017-06-05
23.75406693,92.74128531,959.0,22.717560039379222,Bd61-2c,Bd,Mizoram,India,IN,1.0,2.8,5.6,120.3,164.8,53.7,2013-06-27,0,none,Synthetic negative example,No recorded landslide at this location on 2013-06-27
23.75406693,92.74128531,959.0,22.717560039379222,Bd61-2c,Bd,Mizoram,India,IN,1.0,2.9,15.2,80.39999999999999,202.5,31.4,2013-07-03,0,none,Synthetic negative example,No recorded landslide at this location on 2013-07-03
26.1984,94.8158,1884.0,32.421818019787125,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,4.3,22.4,39.6,80.7,15.3,2023-09-23,0,none,Synthetic negative example,No recorded landslide at this location on 2023-09-23
26.1984,94.8158,1884.0,32.421818019787125,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,10.1,27.7,44.1,128.3,11.2,2014-09-15,0,none,Synthetic negative example,No recorded landslide at this location on 2014-09-15
26.1984,94.8158,1884.0,32.421818019787125,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,2.8,24.099999999999998,69.5,140.2,20.3,2013-09-12,0,none,Synthetic negative example,No recorded landslide at this location on 2013-09-12
24.5202,92.7239,40.0,0.0,Gd25-2a,Gd,Assam,India,IN,1.0,8.8,24.6,233.5,318.6,104.2,2016-06-16,0,none,Synthetic negative example,No recorded landslide at this location on 2016-06-16
24.5202,92.7239,40.0,0.0,Gd25-2a,Gd,Assam,India,IN,1.0,18.2,52.099999999999994,105.6,195.8,24.6,2017-08-22,0,none,Synthetic negative example,No recorded landslide at this location on 2017-08-22
24.5202,92.7239,40.0,0.0,Gd25-2a,Gd,Assam,India,IN,1.0,11.5,36.3,138.0,263.9,44.8,2014-06-27,0,none,Synthetic negative example,No recorded landslide at this location on 2014-06-27
26.1147,94.3864,350.0,5.226876247386835,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,8.2,41.4,70.3,137.7,25.2,2010-07-27,0,none,Synthetic negative example,No recorded landslide at this location on 2010-07-27
26.1147,94.3864,350.0,5.226876247386835,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,21.7,49.0,136.4,208.6,36.7,2017-08-06,0,none,Synthetic negative example,No recorded landslide at this location on 2017-08-06
26.1147,94.3864,350.0,5.226876247386835,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,22.0,83.5,138.8,215.9,38.2,2016-07-10,0,none,Synthetic negative example,No recorded landslide at this location on 2016-07-10
26.149,91.7351,52.0,1.852254273911334,Ao79-a,Ao,Assam,India,IN,1.0,7.7,27.6,58.6,200.9,15.0,2010-08-27,0,none,Synthetic negative example,No recorded landslide at this location on 2010-08-27
26.149,91.7351,52.0,1.852254273911334,Ao79-a,Ao,Assam,India,IN,1.0,24.6,80.9,107.3,179.6,47.3,2017-08-03,0,none,Synthetic negative example,No recorded landslide at this location on 2017-08-03
26.149,91.7351,52.0,1.852254273911334,Ao79-a,Ao,Assam,India,IN,1.0,11.3,51.0,199.0,302.4,88.1,2016-07-07,0,none,Synthetic negative example,No recorded landslide at this location on 2016-07-07
26.1699,94.4922,1161.0,42.54038516410769,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,0.8,6.1,49.4,154.9,19.6,2020-08-03,0,none,Synthetic negative example,No recorded landslide at this location on 2020-08-03
26.1699,94.4922,1161.0,42.54038516410769,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,19.2,35.1,108.60000000000001,219.9,44.6,2023-06-17,0,none,Synthetic negative example,No recorded landslide at this location on 2023-06-17
26.1699,94.4922,1161.0,42.54038516410769,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,12.9,49.9,88.8,101.6,21.9,2019-06-09,0,none,Synthetic negative example,No recorded landslide at this location on 2019-06-09
25.8702,94.7844,1140.0,7.675353195263384,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,0.9,2.9,24.200000000000003,270.1,10.8,2018-06-20,0,none,Synthetic negative example,No recorded landslide at this location on 2018-06-20
25.8702,94.7844,1140.0,7.675353195263384,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,25.1,25.700000000000003,74.8,141.5,31.7,2020-09-21,0,none,Synthetic negative example,No recorded landslide at this location on 2020-09-21
25.8702,94.7844,1140.0,7.675353195263384,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,0.0,1.5999999999999999,6.8999999999999995,17.099999999999998,2.8,2023-09-28,0,none,Synthetic negative example,No recorded landslide at this location on 2023-09-28
28.0822,96.5316,582.0,31.735828847521173,I-Af-Bd-2c,I,Arunachal Pradesh,India,IN,1.0,77.3,109.1,175.0,372.1,77.3,2010-08-01,0,none,Synthetic negative example,No recorded landslide at this location on 2010-08-01
28.0822,96.5316,582.0,31.735828847521173,I-Af-Bd-2c,I,Arunachal Pradesh,India,IN,1.0,3.3,29.200000000000003,50.4,223.8,17.6,2017-06-15,0,none,Synthetic negative example,No recorded landslide at this location on 2017-06-15
28.0822,96.5316,582.0,31.735828847521173,I-Af-Bd-2c,I,Arunachal Pradesh,India,IN,1.0,2.8,6.3,64.7,168.2,23.9,2016-08-26,0,none,Synthetic negative example,No recorded landslide at this location on 2016-08-26
25.682,94.1076,1439.0,4.9508487656938565,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,11.5,71.9,119.4,242.4,42.3,2010-07-21,0,none,Synthetic negative example,No recorded landslide at this location on 2010-07-21
25.682,94.1076,1439.0,4.9508487656938565,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,54.6,89.9,96.9,151.1,54.6,2022-07-19,0,none,Synthetic negative example,No recorded landslide at this location on 2022-07-19
25.682,94.1076,1439.0,4.9508487656938565,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,5.1,21.7,35.5,158.4,8.9,2016-07-23,0,none,Synthetic negative example,No recorded landslide at this location on 2016-07-23
25.16,93.686,1016.0,36.10655674778545,Bh16-2/3c,Bh,Manipur,India,IN,1.0,15.5,40.7,84.5,115.3,21.6,2013-06-09,0,none,Synthetic negative example,No recorded landslide at this location on 2013-06-09
25.16,93.686,1016.0,36.10655674778545,Bh16-2/3c,Bh,Manipur,India,IN,1.0,0.3,1.2,37.4,118.7,27.7,2022-07-14,0,none,Synthetic negative example,No recorded landslide at this location on 2022-07-14
25.16,93.686,1016.0,36.10655674778545,Bh16-2/3c,Bh,Manipur,India,IN,1.0,0.0,37.4,78.9,148.0,31.7,2021-07-15,0,none,Synthetic negative example,No recorded landslide at this location on 2021-07-15
26.1965,91.763,93.0,2.7771727466475022,Ao79-a,Ao,Assam,India,IN,1.0,36.7,60.400000000000006,133.3,234.1,36.7,2010-08-05,0,none,Synthetic negative example,No recorded landslide at this location on 2010-08-05
26.1965,91.763,93.0,2.7771727466475022,Ao79-a,Ao,Assam,India,IN,1.0,51.9,61.3,181.7,204.2,68.7,2017-06-16,0,none,Synthetic negative example,No recorded landslide at this location on 2017-06-16
26.1965,91.763,93.0,2.7771727466475022,Ao79-a,Ao,Assam,India,IN,1.0,0.2,30.0,60.9,216.0,18.7,2012-09-04,0,none,Synthetic negative example,No recorded landslide at this location on 2012-09-04
27.8997,93.3497,867.0,6.540767028653907,Ao80-2bc,Ao,Arunachal Pradesh,India,IN,1.0,12.3,70.3,198.7,268.0,47.8,2020-06-08,0,none,Synthetic negative example,No recorded landslide at this location on 2020-06-08
27.8997,93.3497,867.0,6.540767028653907,Ao80-2bc,Ao,Arunachal Pradesh,India,IN,1.0,31.8,90.0,164.0,198.1,36.2,2018-06-17,0,none,Synthetic negative example,No recorded landslide at this location on 2018-06-17
27.8997,93.3497,867.0,6.540767028653907,Ao80-2bc,Ao,Arunachal Pradesh,India,IN,1.0,35.1,78.7,120.9,251.7,35.1,2016-06-17,0,none,Synthetic negative example,No recorded landslide at this location on 2016-06-17
26.1768,91.7702,83.0,30.11204693140904,Ao79-a,Ao,Assam,India,IN,1.0,4.7,42.6,217.1,292.5,91.5,2011-09-12,0,none,Synthetic negative example,No recorded landslide at this location on 2011-09-12
26.1768,91.7702,83.0,30.11204693140904,Ao79-a,Ao,Assam,India,IN,1.0,6.8,32.6,198.9,414.40000000000003,102.4,2014-08-20,0,none,Synthetic negative example,No recorded landslide at this location on 2014-08-20
26.1768,91.7702,83.0,30.11204693140904,Ao79-a,Ao,Assam,India,IN,1.0,11.3,34.4,149.2,300.3,59.9,2012-08-25,0,none,Synthetic negative example,No recorded landslide at this location on 2012-08-25
26.2083,94.5438,1477.0,7.149705606575251,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,13.3,50.2,63.2,88.7,28.7,2023-09-10,0,none,Synthetic negative example,No recorded landslide at this location on 2023-09-10
26.2083,94.5438,1477.0,7.149705606575251,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,5.4,32.8,68.7,184.6,22.6,2021-08-13,0,none,Synthetic negative example,No recorded landslide at this location on 2021-08-13
26.2083,94.5438,1477.0,7.149705606575251,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,19.6,24.700000000000003,104.9,246.3,33.9,2020-08-25,0,none,Synthetic negative example,No recorded landslide at this location on 2020-08-25
27.05374234,88.42572376,229.0,28.07860733151429,Rd29-1a,Rd,Sikkim,India,IN,1.0,0.7,1.0,16.1,64.3,7.5,2016-06-04,0,none,Synthetic negative example,No recorded landslide at this location on 2016-06-04
27.05374234,88.42572376,229.0,28.07860733151429,Rd29-1a,Rd,Sikkim,India,IN,1.0,27.5,120.4,171.4,290.6,57.3,2017-09-03,0,none,Synthetic negative example,No recorded landslide at this location on 2017-09-03
27.05374234,88.42572376,229.0,28.07860733151429,Rd29-1a,Rd,Sikkim,India,IN,1.0,6.9,10.3,52.300000000000004,248.20000000000002,17.3,2012-07-02,0,none,Synthetic negative example,No recorded landslide at this location on 2012-07-02
27.0136,92.6351,221.0,4.832634573500187,Be82-a,Be,Arunachal Pradesh,India,IN,1.0,3.4,27.9,51.0,177.3,14.5,2019-06-24,0,none,Synthetic negative example,No recorded landslide at this location on 2019-06-24
27.0136,92.6351,221.0,4.832634573500187,Be82-a,Be,Arunachal Pradesh,India,IN,1.0,39.4,74.7,142.4,238.29999999999998,39.4,2018-08-02,0,none,Synthetic negative example,No recorded landslide at this location on 2018-08-02
27.0136,92.6351,221.0,4.832634573500187,Be82-a,Be,Arunachal Pradesh,India,IN,1.0,22.4,64.2,221.10000000000002,434.0,64.9,2015-06-15,0,none,Synthetic negative example,No recorded landslide at this location on 2015-06-15
24.5204,92.7264,42.0,1.3764031215077237,Gd25-2a,Gd,Assam,India,IN,1.0,4.4,8.6,142.29999999999998,419.9,112.1,2011-08-01,0,none,Synthetic negative example,No recorded landslide at this location on 2011-08-01
24.5204,92.7264,42.0,1.3764031215077237,Gd25-2a,Gd,Assam,India,IN,1.0,4.9,53.1,154.0,215.1,62.6,2018-07-16,0,none,Synthetic negative example,No recorded landslide at this location on 2018-07-16
24.5204,92.7264,42.0,1.3764031215077237,Gd25-2a,Gd,Assam,India,IN,1.0,4.2,22.3,69.6,131.8,16.0,2013-07-21,0,none,Synthetic negative example,No recorded landslide at this location on 2013-07-21
27.322,88.6087,1509.0,32.9637078729091,Bd32-2bc,Bd,Sikkim,India,IN,1.0,19.8,43.1,561.5,709.7,305.0,2011-08-21,0,none,Synthetic negative example,No recorded landslide at this location on 2011-08-21
27.322,88.6087,1509.0,32.9637078729091,Bd32-2bc,Bd,Sikkim,India,IN,1.0,5.8,34.9,78.3,193.20000000000002,22.0,2014-06-18,0,none,Synthetic negative example,No recorded landslide at this location on 2014-06-18
27.322,88.6087,1509.0,32.9637078729091,Bd32-2bc,Bd,Sikkim,India,IN,1.0,25.9,37.1,55.0,164.9,25.9,2010-06-04,0,none,Synthetic negative example,No recorded landslide at this location on 2010-06-04
23.5397,93.3783,1564.0,10.138358485391878,Bh16-2/3c,Bh,Mizoram,India,IN,1.0,0.2,4.0,23.5,116.9,15.7,2016-06-24,0,none,Synthetic negative example,No recorded landslide at this location on 2016-06-24
23.5397,93.3783,1564.0,10.138358485391878,Bh16-2/3c,Bh,Mizoram,India,IN,1.0,62.2,85.7,120.2,224.3,62.2,2017-07-04,0,none,Synthetic negative example,No recorded landslide at this location on 2017-07-04
23.5397,93.3783,1564.0,10.138358485391878,Bh16-2/3c,Bh,Mizoram,India,IN,1.0,20.3,34.7,57.6,83.8,20.3,2022-06-08,0,none,Synthetic negative example,No recorded landslide at this location on 2022-06-08
26.1049,91.7369,156.0,16.672500924387776,Nd2-2b,Nd,Assam,India,IN,1.0,34.7,65.0,66.60000000000001,89.9,34.7,2023-06-08,0,none,Synthetic negative example,No recorded landslide at this location on 2023-06-08
26.1049,91.7369,156.0,16.672500924387776,Nd2-2b,Nd,Assam,India,IN,1.0,12.1,38.4,127.7,247.70000000000002,55.2,2022-06-23,0,none,Synthetic negative example,No recorded landslide at this location on 2022-06-23
26.1049,91.7369,156.0,16.672500924387776,Nd2-2b,Nd,Assam,India,IN,1.0,30.5,64.8,321.3,599.0,91.4,2012-08-01,0,none,Synthetic negative example,No recorded landslide at this location on 2012-08-01
26.3185,94.5247,1163.0,1.387753790258008,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,6.7,25.6,137.9,181.3,46.2,2023-06-15,0,none,Synthetic negative example,No recorded landslide at this location on 2023-06-15
26.3185,94.5247,1163.0,1.387753790258008,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,23.3,90.8,206.3,280.40000000000003,48.9,2015-07-21,0,none,Synthetic negative example,No recorded landslide at this location on 2015-07-21
26.3185,94.5247,1163.0,1.387753790258008,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,8.7,39.0,96.6,181.1,36.1,2018-08-17,0,none,Synthetic negative example,No recorded landslide at this location on 2018-08-17
23.73504471,92.71060943,941.0,30.27625293414386,Bd61-2c,Bd,Mizoram,India,IN,1.0,22.5,34.0,53.9,163.6,22.5,2021-06-19,0,none,Synthetic negative example,No recorded landslide at this location on 2021-06-19
23.73504471,92.71060943,941.0,30.27625293414386,Bd61-2c,Bd,Mizoram,India,IN,1.0,1.5,33.4,62.099999999999994,227.6,22.9,2021-07-21,0,none,Synthetic negative example,No recorded landslide at this location on 2021-07-21
23.73504471,92.71060943,941.0,30.27625293414386,Bd61-2c,Bd,Mizoram,India,IN,1.0,10.2,19.6,174.5,229.6,120.3,2021-07-17,0,none,Synthetic negative example,No recorded landslide at this location on 2021-07-17
26.048,91.8695,72.0,12.284413866136306,Nd2-2b,Nd,Meghalaya,India,IN,1.0,4.9,10.5,57.4,94.7,20.5,2018-06-12,0,none,Synthetic negative example,No recorded landslide at this location on 2018-06-12
26.048,91.8695,72.0,12.284413866136306,Nd2-2b,Nd,Meghalaya,India,IN,1.0,1.3,29.8,45.5,209.7,17.2,2013-09-11,0,none,Synthetic negative example,No recorded landslide at this location on 2013-09-11
26.048,91.8695,72.0,12.284413866136306,Nd2-2b,Nd,Meghalaya,India,IN,1.0,11.9,57.1,164.9,391.3,53.5,2014-06-28,0,none,Synthetic negative example,No recorded landslide at this location on 2014-06-28
25.5084,90.2191,323.0,23.705749643396505,Nd2-2b,Nd,Meghalaya,India,IN,1.0,2.5,5.7,131.6,236.5,45.0,2015-08-04,0,none,Synthetic negative example,No recorded landslide at this location on 2015-08-04
25.5084,90.2191,323.0,23.705749643396505,Nd2-2b,Nd,Meghalaya,India,IN,1.0,17.8,55.099999999999994,65.5,77.3,20.9,2022-09-02,0,none,Synthetic negative example,No recorded landslide at this location on 2022-09-02
25.5084,90.2191,323.0,23.705749643396505,Nd2-2b,Nd,Meghalaya,India,IN,1.0,14.2,37.9,59.0,123.5,18.4,2010-07-12,0,none,Synthetic negative example,No recorded landslide at this location on 2010-07-12
25.51614662,94.2341227,1646.0,20.170835089310476,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,6.5,17.0,78.7,162.3,28.5,2014-06-13,0,none,Synthetic negative example,No recorded landslide at this location on 2014-06-13
25.51614662,94.2341227,1646.0,20.170835089310476,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,3.6,6.9,21.7,42.4,9.2,2018-06-03,0,none,Synthetic negative example,No recorded landslide at this location on 2018-06-03
25.51614662,94.2341227,1646.0,20.170835089310476,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,1.3,29.8,65.5,139.0,19.8,2019-08-03,0,none,Synthetic negative example,No recorded landslide at this location on 2019-08-03
26.1868,91.6739,49.0,2.9622641720368694,Ao79-a,Ao,Assam,India,IN,1.0,7.7,38.2,87.5,194.8,19.7,2014-08-28,0,none,Synthetic negative example,No recorded landslide at this location on 2014-08-28
26.1868,91.6739,49.0,2.9622641720368694,Ao79-a,Ao,Assam,India,IN,1.0,79.9,181.6,206.8,208.1,79.9,2023-06-10,0,none,Synthetic negative example,No recorded landslide at this location on 2023-06-10
26.1868,91.6739,49.0,2.9622641720368694,Ao79-a,Ao,Assam,India,IN,1.0,12.9,45.7,196.7,429.2,80.6,2011-07-27,0,none,Synthetic negative example,No recorded landslide at this location on 2011-07-27
25.4477,94.0489,1325.0,24.119907126086968,Ao76-2/3c,Ao,Manipur,India,IN,1.0,3.0,18.799999999999997,36.4,73.6,9.2,2023-06-28,0,none,Synthetic negative example,No recorded landslide at this location on 2023-06-28
25.4477,94.0489,1325.0,24.119907126086968,Ao76-2/3c,Ao,Manipur,India,IN,1.0,2.5,15.8,22.3,49.0,10.0,2023-09-11,0,none,Synthetic negative example,No recorded landslide at this location on 2023-09-11
25.4477,94.0489,1325.0,24.119907126086968,Ao76-2/3c,Ao,Manipur,India,IN,1.0,8.4,14.5,47.4,63.4,16.0,2018-06-10,0,none,Synthetic negative example,No recorded landslide at this location on 2018-06-10
26.3335,94.5512,1372.0,7.704690069377325,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,6.6,28.0,85.3,230.4,24.9,2013-08-19,0,none,Synthetic negative example,No recorded landslide at this location on 2013-08-19
26.3335,94.5512,1372.0,7.704690069377325,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,6.3,14.4,103.3,284.2,32.0,2018-08-12,0,none,Synthetic negative example,No recorded landslide at this location on 2018-08-12
26.3335,94.5512,1372.0,7.704690069377325,Ao76-2/3c,Ao,Nagaland,India,IN,1.0,5.0,37.1,127.7,218.5,67.5,2022-07-13,0,none,Synthetic negative example,No recorded landslide at this location on 2022-07-13
27.5798729,91.85672387,2745.0,23.60412220046119,Ao80-2bc,Ao,Arunachal Pradesh,India,IN,1.0,15.0,132.0,202.3,455.3,62.4,2014-08-26,0,none,Synthetic negative example,No recorded landslide at this location on 2014-08-26
27.5798729,91.85672387,2745.0,23.60412220046119,Ao80-2bc,Ao,Arunachal Pradesh,India,IN,1.0,1.9,6.9,43.9,92.60000000000001,20.1,2022-07-26,0,none,Synthetic negative example,No recorded landslide at this location on 2022-07-26
27.5798729,91.85672387,2745.0,23.60412220046119,Ao80-2bc,Ao,Arunachal Pradesh,India,IN,1.0,20.5,46.5,148.3,323.5,33.4,2014-07-04,0,none,Synthetic negative example,No recorded landslide at this location on 2014-07-04
27.6163,88.6586,1842.0,31.364113895216203,Bd32-2bc,Bd,Sikkim,India,IN,1.0,15.5,85.3,194.1,268.0,60.8,2013-06-02,0,none,Synthetic negative example,No recorded landslide at this location on 2013-06-02
