u,v,key,osmid,highway,bridge,lanes,surface,name,ref,geometry,length,bearing,start_lon,start_lat,end_lon,end_lat,sinuosity,elevation_min,elevation_max,elevation_avg
26055,26020,0,44880833,trunk,,,,,NH6,"LINESTRING (91.8765967 25.5717997, 91.8764506 25.5716711, 91.8763447 25.5715634, 91.8762986 25.5715057, 91.8762548 25.5714509, 91.8761395 25.571307, 91.8760201 25.5711533, 91.875933 25.5710432, 91.8758391 25.5709549, 91.8757385 25.5708775, 91.8756057 25.5708086, 91.8755119 25.5707735, 91.8754126 25.5707565, 91.8753134 25.5707565, 91.875186 25.5707747, 91.8750586 25.5708025, 91.8749017 25.57084, 91.8747219 25.5708823, 91.8744846 25.5709283, 91.8743035 25.5709682, 91.8741761 25.5709997, 91.8740232 25.5710469, 91.8738851 25.5710977, 91.8737228 25.5711606, 91.8735458 25.5712235, 91.8733875 25.5712719, 91.8731461 25.5713348, 91.8728109 25.5714146, 91.8725842 25.571463, 91.8723951 25.5714957, 91.8722288 25.5715138, 91.8720625 25.5715259, 91.8718439 25.571532, 91.8716787 25.5715374, 91.8715098 25.5715483, 91.8713323 25.5715646)",528.6822411467512,267.1668528343566,91.8765967,25.5717997,91.8713323,25.5715646,0.9038372181190676,,,
26055,767964,0,461660935,trunk,,,,,NH6,"LINESTRING (91.8765967 25.5717997, 91.8766308 25.5717711, 91.8766726 25.5717526, 91.8767186 25.5717457, 91.8767647 25.5717512, 91.8768072 25.5717686, 91.8768423 25.5717962, 91.8768669 25.5718318)",27.33589632189282,82.49716857883558,91.8765967,25.5717997,91.8768669,25.5718318,0.9050689809121972,,,
26055,767976,0,461660935,trunk,,,,,NH6,"LINESTRING (91.8765967 25.5717997, 91.8765721 25.5718388, 91.8765621 25.5718828, 91.8765676 25.5719274, 91.8765882 25.5719683, 91.8766218 25.5720015, 91.876665 25.5720237)",25.832641563301227,15.378524523274113,91.8765967,25.5717997,91.876665,25.5720237,0.9937876424970924,,,
35543,18784,0,"[44769003, 52116564]",trunk,,,,"[None, 'NH40']",NH6,"LINESTRING (91.8742785 25.615297, 91.8742244 25.6152101, 91.8741707 25.6150977, 91.8741278 25.6149695, 91.874093 25.6148497, 91.8740635 25.6146974, 91.8740286 25.6144821, 91.8740004 25.6142923, 91.8739763 25.6140806, 91.8739468 25.6138617, 91.8739226 25.6136912, 91.8738905 25.6135292, 91.8738589 25.6133611, 91.8738368 25.6132244, 91.8738113 25.6130975, 91.8737885 25.6129197, 91.8737671 25.6127734, 91.8737456 25.6126137, 91.8737376 25.6124964, 91.8737389 25.6123815, 91.873755 25.6122691, 91.8737818 25.6121373, 91.8738127 25.6120199, 91.8738422 25.6119123, 91.873865 25.6117805, 91.8738744 25.6116632, 91.8738784 25.6115604, 91.8738811 25.6114479, 91.8738784 25.6112786, 91.8738811 25.6110646, 91.8738704 25.6108493, 91.8738462 25.610657, 91.8738181 25.6105022, 91.8737818 25.610345, 91.8737564 25.6102192, 91.8737403 25.6101007, 91.8737215 25.6099519, 91.8737108 25.6097185, 91.8737054 25.6095807, 91.8736947 25.6094996, 91.8736665 25.6094065, 91.8736182 25.6093001, 91.8735619 25.6092179, 91.8734721 25.6091066, 91.8732293 25.6088224, 91.8730563 25.6086192, 91.872717 25.6082129, 91.8726017 25.6080835, 91.8725153 25.6079799, 91.8724796 25.6079371, 91.8723951 25.607815, 91.8722892 25.6076457, 91.8721846 25.6074824, 91.8720491 25.6072792, 91.8719579 25.6071607, 91.8718654 25.6070749, 91.8717675 25.6070071, 91.871557 25.6068644, 91.8713531 25.6067399, 91.8710299 25.6065548, 91.8708341 25.6064278, 91.8707617 25.6063734, 91.8706812 25.6063069, 91.8706195 25.6062368, 91.8705619 25.6061485, 91.8704787 25.6060106, 91.8704251 25.6059199, 91.8703701 25.6058147, 91.870314 25.6057098, 91.8703003 25.6056841, 91.8701595 25.6054156, 91.8700777 25.605245, 91.8699905 25.6050818, 91.8698605 25.6048387, 91.8697894 25.6047323, 91.8696848 25.6045835, 91.8696016 25.6044589, 91.8695426 25.6043707, 91.8694487 25.6042558, 91.8693441 25.6041493, 91.8692248 25.604055, 91.8690866 25.603951, 91.8689874 25.6038772, 91.8688707 25.6037889, 91.8687755 25.6037079, 91.8687031 25.6036426, 91.8686652 25.6035942, 91.8686515 25.6035767, 91.8686105 25.6035162, 91.8685784 25.6034442, 91.8685629 25.6033844, 91.8685556 25.6033064, 91.8685623 25.6032265, 91.8685918 25.6031274, 91.8686548 25.6029665, 91.8687514 25.6027367, 91.868856 25.6025069, 91.8689512 25.6022796, 91.8690142 25.6021199, 91.8690343 25.6020341, 91.8690437 25.6019542, 91.8690451 25.6018587, 91.8690357 25.6017474, 91.8690048 25.6015515, 91.8689726 25.6013701, 91.8689498 25.6012261, 91.8689418 25.6011246, 91.8689472 25.6010423, 91.86897 25.6009601, 91.8690026 25.6009048)",1685.516154438436,198.29357093155713,91.8742785,25.615297,91.8690026,25.6009048,0.9906111945372232,,,
35543,35634,0,52116564,trunk,,,,NH40,NH6,"LINESTRING (91.8742785 25.615297, 91.8742914 25.6153177, 91.8743666 25.615406, 91.8744018 25.6154448, 91.874443 25.6154901, 91.8745456 25.6155862, 91.8746415 25.6156624, 91.8747533 25.615726, 91.8748708 25.6157797, 91.8750854 25.6158498, 91.8752108 25.6158879, 91.8753389 25.6159115, 91.8754368 25.6159194, 91.875532 25.6159157, 91.8756004 25.6159043, 91.8756755 25.615871, 91.8757284 25.6158323, 91.8757754 25.6157767, 91.875833 25.6156836, 91.8758579 25.6156416, 91.8758867 25.6155929, 91.875937 25.615513, 91.8759739 25.615478, 91.8760168 25.6154502, 91.8760785 25.6154296, 91.8761898 25.6154217, 91.876342 25.6154314, 91.8764882 25.6154689, 91.8765827 25.6155088, 91.8766411 25.6155469, 91.876684 25.6155892, 91.8767215 25.61564, 91.8767517 25.6157089, 91.8767678 25.6157857, 91.8767678 25.6158849, 91.8767618 25.6159865, 91.8767497 25.6161256, 91.8767293 25.6163254, 91.8767188 25.616446, 91.8767028 25.6166226, 91.876696 25.6167544, 91.876696 25.6168439, 91.8767095 25.6169104, 91.8767349 25.6169781, 91.8767805 25.6170404, 91.8768509 25.6171147, 91.8769173 25.6171655, 91.8770079 25.6172157, 91.8771078 25.6172466, 91.8771976 25.6172629, 91.8773022 25.6172732, 91.8773954 25.6172846, 91.8774873 25.61731, 91.8775407 25.6173314, 91.8776348 25.6173995, 91.8777005 25.6174552, 91.8777438 25.6174975, 91.8778802 25.6176323, 91.8779768 25.6177194, 91.878064 25.6177895, 91.8781921 25.6178687, 91.8783268 25.6179491, 91.8784918 25.6180374, 91.8785975 25.6180931, 91.8787774 25.6181995, 91.8789437 25.6182926, 91.8790451 25.6183515, 91.879102 25.6183845, 91.8792341 25.6184637, 91.8793441 25.6185272, 91.8794822 25.6186046, 91.8795975 25.6186656, 91.8796688 25.6187056, 91.8797149 25.6187315, 91.8798611 25.6188089, 91.8799635 25.6188775, 91.8800354 25.6189432, 91.8800998 25.619023, 91.8801381 25.6191079, 91.8801682 25.6192104, 91.8801816 25.6192854, 91.8801843 25.6193773, 91.880195 25.6194801, 91.8802057 25.6195623, 91.8802272 25.6196324, 91.8802594 25.6196965, 91.8803138 25.6197592, 91.880427 25.6198453, 91.8804974 25.6198864, 91.8805906 25.6199299, 91.8807227 25.6199813, 91.8808026 25.620012)",838.3127571777093,51.2866850118001,91.8742785,25.615297,91.8808026,25.620012,0.938235788112944,,,
35634,35543,0,52116564,trunk,,,,NH40,NH6,"LINESTRING (91.8808026 25.620012, 91.8807227 25.6199813, 91.8805906 25.6199299, 91.8804974 25.6198864, 91.880427 25.6198453, 91.8803138 25.6197592, 91.8802594 25.6196965, 91.8802272 25.6196324, 91.8802057 25.6195623, 91.880195 25.6194801, 91.8801843 25.6193773, 91.8801816 25.6192854, 91.8801682 25.6192104, 91.8801381 25.6191079, 91.8800998 25.619023, 91.8800354 25.6189432, 91.8799635 25.6188775, 91.8798611 25.6188089, 91.8797149 25.6187315, 91.8796688 25.6187056, 91.8795975 25.6186656, 91.8794822 25.6186046, 91.8793441 25.6185272, 91.8792341 25.6184637, 91.879102 25.6183845, 91.8790451 25.6183515, 91.8789437 25.6182926, 91.8787774 25.6181995, 91.8785975 25.6180931, 91.8784918 25.6180374, 91.8783268 25.6179491, 91.8781921 25.6178687, 91.878064 25.6177895, 91.8779768 25.6177194, 91.8778802 25.6176323, 91.8777438 25.6174975, 91.8777005 25.6174552, 91.8776348 25.6173995, 91.8775407 25.6173314, 91.8774873 25.61731, 91.8773954 25.6172846, 91.8773022 25.6172732, 91.8771976 25.6172629, 91.8771078 25.6172466, 91.8770079 25.6172157, 91.8769173 25.6171655, 91.8768509 25.6171147, 91.8767805 25.6170404, 91.8767349 25.6169781, 91.8767095 25.6169104, 91.876696 25.6168439, 91.876696 25.6167544, 91.8767028 25.6166226, 91.8767188 25.616446, 91.8767293 25.6163254, 91.8767497 25.6161256, 91.8767618 25.6159865, 91.8767678 25.6158849, 91.8767678 25.6157857, 91.8767517 25.6157089, 91.8767215 25.61564, 91.876684 25.6155892, 91.8766411 25.6155469, 91.8765827 25.6155088, 91.8764882 25.6154689, 91.876342 25.6154314, 91.8761898 25.6154217, 91.8760785 25.6154296, 91.8760168 25.6154502, 91.8759739 25.615478, 91.875937 25.615513, 91.8758867 25.6155929, 91.8758579 25.6156416, 91.875833 25.6156836, 91.8757754 25.6157767, 91.8757284 25.6158323, 91.8756755 25.615871, 91.8756004 25.6159043, 91.875532 25.6159157, 91.8754368 25.6159194, 91.8753389 25.6159115, 91.8752108 25.6158879, 91.8750854 25.6158498, 91.8748708 25.6157797, 91.8747533 25.615726, 91.8746415 25.6156624, 91.8745456 25.6155862, 91.874443 25.6154901, 91.8744018 25.6154448, 91.8743666 25.615406, 91.8742914 25.6153177, 91.8742785 25.615297)",838.3127571777093,231.28950579524425,91.8808026,25.620012,91.8742785,25.615297,0.938235788112944,,,
35634,35657,0,52116564,trunk,,,,NH40,NH6,"LINESTRING (91.8808026 25.620012, 91.8808441 25.6200279, 91.8809916 25.6200847, 91.881123 25.6201439, 91.8812357 25.620208, 91.8813403 25.6202866, 91.8814328 25.6203822, 91.8814999 25.620468, 91.8815207 25.6205034, 91.8815683 25.6205841, 91.8816286 25.6206893, 91.8816537 25.6207303, 91.8816863 25.6207836, 91.8817332 25.6208634, 91.8817896 25.6209541, 91.8818405 25.6210291, 91.8818818 25.6210967, 91.8819787 25.621225, 91.8820591 25.6213399, 91.882161 25.6214717, 91.8822616 25.6216083, 91.8823622 25.6217583, 91.8824776 25.6219034, 91.882584 25.6220482)",288.38189897812504,38.26750533235078,91.8808026,25.620012,91.882584,25.6220482,0.96029444753514,,,
35657,35634,0,52116564,trunk,,,,NH40,NH6,"LINESTRING (91.882584 25.6220482, 91.8824776 25.6219034, 91.8823622 25.6217583, 91.8822616 25.6216083, 91.882161 25.6214717, 91.8820591 25.6213399, 91.8819787 25.621225, 91.8818818 25.6210967, 91.8818405 25.6210291, 91.8817896 25.6209541, 91.8817332 25.6208634, 91.8816863 25.6207836, 91.8816537 25.6207303, 91.8816286 25.6206893, 91.8815683 25.6205841, 91.8815207 25.6205034, 91.8814999 25.620468, 91.8814328 25.6203822, 91.8813403 25.6202866, 91.8812357 25.620208, 91.881123 25.6201439, 91.8809916 25.6200847, 91.8808441 25.6200279, 91.8808026 25.620012)",288.38189897812504,218.2682756395601,91.882584,25.6220482,91.8808026,25.620012,0.96029444753514,,,
35657,35661,0,52116564,trunk,,,,NH40,NH6,"LINESTRING (91.882584 25.6220482, 91.8826787 25.6221755, 91.8827632 25.6222976, 91.8828531 25.6224149, 91.882894 25.6224634)",55.655361295453545,33.94869499799166,91.882584,25.6220482,91.882894,25.6224634,0.9676518450456008,,,
35661,35657,0,52116564,trunk,,,,NH40,NH6,"LINESTRING (91.882894 25.6224634, 91.8828531 25.6224149, 91.8827632 25.6222976, 91.8826787 25.6221755, 91.882584 25.6220482)",55.655361295453545,213.94882905321353,91.882894,25.6224634,91.882584,25.6220482,0.9676518450456008,,,
